County,FIPS_Code,featureId,agency_cd,site_no,site_tp_cd,lev_dt,lev_tm,lev_tz_cd,lev_va,sl_lev_va,sl_datum_cd,lev_status_cd,lev_agency_cd,lev_dt_acy_cd,lev_acy_cd,lev_src_cd,lev_meth_cd,lev_age_cd,Latitude,Longitude
San Bernardino County,71,San Bernardino,USGS,340130117054901,GW,2012-09-11,11:57,PDT,344.28,NULL,NULL,NULL,USGS,m,2,S,V,A,34.02497778,-117.0970917
San Bernardino County,71,San Bernardino,USGS,340130117054902,GW,2012-09-11,12:01,PDT,305.21,NULL,NULL,NULL,USGS,m,2,S,V,A,34.02497778,-117.0970917
San Bernardino County,71,San Bernardino,USGS,340130117054903,GW,2012-09-11,11:43,PDT,340.87,NULL,NULL,NULL,USGS,m,2,S,V,A,34.02497778,-117.0970917
San Bernardino County,71,San Bernardino,USGS,340130117054904,GW,2012-09-11,12:16,PDT,337.22,NULL,NULL,NULL,USGS,m,2,S,V,A,34.02497778,-117.0970917
San Bernardino County,71,San Bernardino,USGS,340130117054905,GW,2012-09-11,12:20,PDT,115.56,NULL,NULL,NULL,USGS,m,2,S,V,A,34.02497778,-117.0970917
San Bernardino County,71,San Bernardino,USGS,340136117033901,GW,2012-09-11,14:42,PDT,331.77,NULL,NULL,NULL,USGS,m,2,S,V,A,34.02676944,-117.0608778
San Bernardino County,71,San Bernardino,USGS,340136117033902,GW,2012-09-11,14:37,PDT,331.63,NULL,NULL,NULL,USGS,m,2,S,V,A,34.02676944,-117.0608778
San Bernardino County,71,San Bernardino,USGS,340136117033903,GW,2012-09-11,14:48,PDT,304.21,NULL,NULL,NULL,USGS,m,2,S,V,A,34.02676944,-117.0608778
San Bernardino County,71,San Bernardino,USGS,340136117033904,GW,2012-09-11,14:55,PDT,290.36,NULL,NULL,NULL,USGS,m,2,S,V,A,34.02676944,-117.0608778
San Bernardino County,71,San Bernardino,USGS,340136117033905,GW,2012-09-11,15:01,PDT,290.02,NULL,NULL,NULL,USGS,m,2,S,V,A,34.02676944,-117.0608778
San Bernardino County,71,San Bernardino,USGS,340317117190401,GW,2012-09-06,14:25,PDT,87.92,NULL,NULL,NULL,USGS,m,2,S,V,A,34.054775,-117.3178333
San Bernardino County,71,San Bernardino,USGS,340317117190402,GW,2012-09-06,14:30,PDT,98.98,NULL,NULL,NULL,USGS,m,2,S,V,A,34.054775,-117.3178333
San Bernardino County,71,San Bernardino,USGS,340317117190403,GW,2012-09-06,14:35,PDT,103.34,NULL,NULL,NULL,USGS,m,2,S,V,A,34.054775,-117.3178333
San Bernardino County,71,San Bernardino,USGS,340317117190404,GW,2012-09-06,14:40,PDT,102.53,NULL,NULL,NULL,USGS,m,2,S,V,A,34.054775,-117.3178333
San Bernardino County,71,San Bernardino,USGS,340317117190405,GW,2012-09-06,14:45,PDT,NULL,NULL,NULL,D,USGS,m,NULL,S,V,A,34.054775,-117.3178333
San Bernardino County,71,San Bernardino,USGS,340326117185301,GW,2012-09-06,14:00,PDT,84.89,NULL,NULL,NULL,USGS,m,2,S,V,A,34.05746389,-117.31475
San Bernardino County,71,San Bernardino,USGS,340326117185302,GW,2012-09-06,14:05,PDT,84.44,NULL,NULL,NULL,USGS,m,2,S,V,A,34.05746389,-117.31475
San Bernardino County,71,San Bernardino,USGS,340326117185303,GW,2012-09-06,14:10,PDT,93.33,NULL,NULL,NULL,USGS,m,2,S,V,A,34.05746389,-117.31475
San Bernardino County,71,San Bernardino,USGS,340326117185304,GW,2012-09-06,14:15,PDT,104.52,NULL,NULL,NULL,USGS,m,2,S,V,A,34.05746389,-117.31475
San Bernardino County,71,San Bernardino,USGS,340326117185305,GW,2012-09-06,14:20,PDT,NULL,NULL,NULL,D,USGS,m,NULL,S,V,A,34.05746389,-117.31475
San Bernardino County,71,San Bernardino,USGS,340439117173902,GW,2012-09-04,12:41,PDT,96.6,NULL,NULL,NULL,USGS,m,2,S,V,A,34.0774111,-117.29515
San Bernardino County,71,San Bernardino,USGS,340439117173904,GW,2012-09-04,12:51,PDT,97.72,NULL,NULL,NULL,USGS,m,2,S,V,A,34.0774111,-117.29515
